id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24

1.0,01-1007-5 / (01-3379-2),医療法人運忠会　土崎病院,〒011－0946,秋田市土崎港中央４丁目４番２６号,018-845-4121,医療法人運忠会　理事長　後藤　英盛,八木　伸夫 / 令5. 10. 1,昭32. 10. 1 / 療養　　     42 / 内　呼吸器内科　消化器内科　循環器内科　外　皮　心内　歯　歯外　糖尿病・代謝内科　精,一般　　     68 / 現存,病院,,,,,,,,,,,,,,

2.0,01-1030-7,医療法人回生会　秋田回生会病院,〒010－0063,秋田市牛島西１丁目７番５号,018-832-3203,医療法人回生会　理事長　小泉　榮子,松本　康宏 / 令5. 10. 1,昭32. 10. 1 / 精　内　心内,精神　　    397 / 現存,病院,,,,,,,,,,,,,,

3.0,01-1065-3,医療法人久盛会　秋田緑ヶ丘病院,〒011－0911,秋田市飯島字堀川８４番地,018-845-2161,医療法人久盛会　理事長　ミクレラン後藤　時子,高橋　賢一 / 令6. 11. 15,昭39. 11. 15 / 精　内　心内　神内,精神　　    372 / 現存,病院,,,,,,,,,,,,,,

4.0,01-1114-9,地方職員共済組合秋田県支部診療室,〒010－0951,秋田市山王四丁目１－２,018-860-3501,地方職員共済組合秋田県支部　支部長　佐竹　敬久,萱場　恵 / 令4. 7. 1,昭43. 7. 1,内 / 現存,診療所,,,,,,,,,,,,,,

5.0,01-1120-6 / (01-3427-9),社会医療法人明和会　中通総合病院,〒010－8577,秋田市南通みその町３番１５号,018-833-1122,社会医療法人明和会　理事長　小林　仁,奥山　慎 / 令4. 10. 15,昭43. 10. 15 / 内　精　脳神経内科　呼内　消　循　小　整外　脳外　呼外　心外　皮　ひ　産婦　眼　耳い　リハ　放　麻　病理　糖尿病・内分泌内科　緩和ケア内科　　漢方内科　救急科　乳腺・内分泌外科　腎臓・リウマチ科　胸外　歯外　形外,一般　　    450 / 現存,病院,,,,,,,,,,,,,,

6.0,01-1165-1,医療法人緑陽会　笠松病院,〒010－1654,秋田市浜田字藍ノ原５２番地,018-828-2258,医療法人緑陽会　理事長　笠松　千秋,金山　隆夫 / 令5. 6. 1,昭47. 6. 1 / 精　心内,精神　　    187 / 現存,病院,,,,,,,,,,,,,,

7.0,01-1214-7 / (01-3459-2),御野場病院,〒010－1424,秋田市御野場２丁目１４番１号,018-839-6141,医療法人　正観会　理事長　皆河　崇志,石黒　英明 / 令5. 6. 15,昭53. 6. 15 / 一般　　     26 / 内　リハ　神内　歯,療養　　    125 / 現存,病院,,,,,,,,,,,,,,

8.0,01-1225-3,笠松医院,〒010－0001,秋田市中通５－７－１９,018-831-5060,笠松　千秋,笠松　千秋 / 令6. 9. 10,昭54. 9. 10,精　神　内 / 現存,診療所,,,,,,,,,,,,,,

9.0,01-1226-1,越後谷クリニック,〒010－0002,秋田市東通仲町１－２５,018-835-0158,越後谷　武,越後谷　武 / 令6. 11. 16,昭54. 11. 16,内　胃　外　こう / 現存,診療所,,,,,,,,,,,,,,

10.0,01-1233-7,細谷病院,〒010－0014,秋田市南通宮田３番１０号,018-833-3455,医療法人　梅栄会　理事長　細谷　栄滋,細谷　貴美子 / 令4. 4. 16,昭55. 4. 16 / 内　消化器内科　リハ　脳内　形外,療養　　    107 / 療養病床 / 現存,病院,,,,,,,,,,,,,,

11.0,01-1242-8,高木内科胃腸科医院,〒011－0936,秋田市将軍野南４－６－２０,018-845-1118,高木　紘一,高木　紘一 / 令4. 12. 1,昭55. 12. 1,内　胃 / 現存,診療所,,,,,,,,,,,,,,

12.0,01-1257-6,社会医療法人明和会　中通リハビリテーション病院,〒010－0001,秋田市中通６丁目１番５８号,018-833-1131,社会医療法人明和会　理事長　小林　仁,小貫　渉 / 令6. 11. 1,昭57. 11. 1 / リハ　内　精,療養　　    220 / 現存,病院,,,,,,,,,,,,,,

13.0,01-1263-4,今村病院,〒010－0146,秋田市下新城中野字琵琶沼１２４番地の１,018-873-3011,医療法人　久幸会　理事長　稲庭　千弥子,新山　喜嗣 / 令4. 5. 1,昭58. 5. 1 / 精神    223 / 精　神内　皮　内　心内　リハ,精神　　 / 現存,病院,,,,,,,,,,,,,,

14.0,01-1268-3,医療法人三愛会　秋田東病院,〒010－0823,秋田市山内字丸木橋１６７番地３号,018-827-2331,医療法人三愛会　理事長　豊田　洋,豊田　洋 / 令5. 10. 1,昭59. 10. 1 / 精　心内　老年精神科,精神　　    140 / 現存,病院,,,,,,,,,,,,,,

15.0,01-1291-5,外旭川病院,〒010－0802,秋田市外旭川字三後田１４２番地,018-868-5511,医療法人惇慧会　理事長　穗積　憲,船木　公行 / 令6. 10. 1,昭63. 10. 1 / 療養　　    207 / 内　リハ　皮,一般　　     34 / 療養病床 / 現存,病院,,,,,,,,,,,,,,

16.0,01-1294-9,鈴木内科医院,〒010－0001,秋田市中通３－３－２４,018-832-2896,鈴木　和夫,鈴木　和夫 / 令4. 4. 10,平元. 4. 10,循　内 / 現存,診療所,,,,,,,,,,,,,,

17.0,01-1295-6,清和病院,〒010－0825,秋田市柳田字石神５９番地,018-832-7667,医療法人清風会　理事長　藤枝　信夫,藤枝　信夫 / 令4. 6. 1,平元. 6. 1 / 精　内　ひ　胃腸内科,精神　　    120 / 現存,病院,,,,,,,,,,,,,,

18.0,01-1298-0,小川内科医院,〒010－0001,秋田市中通３丁目３番５５号,018-832-4013,医療法人　小川内科医院　理事長　島　仁,島　仁 / 令4. 6. 1,平元. 6. 1 / 内　胃　循,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,

19.0,01-1299-8,大野小児科医院,〒010－0013,秋田市南通築地２－１５,018-832-5301,医療法人　大野小児科医院　理事長　大野　忠,大野　忠行 / 令4. 7. 1,平元. 7. 1,小　アレ　小児循環器科 / 現存,診療所,,,,,,,,,,,,,,

20.0,01-1302-0,小林胃腸科内科,〒010－0972,秋田市八橋田五郎２丁目１１－９,018-863-1188,小林　謙太郎,小林　謙太郎 / 令4. 11. 6,平元. 11. 6,胃　内　循　小 / 現存,診療所,,,,,,,,,,,,,,

21.0,01-1304-6,真崎耳鼻咽喉科医院,〒011－0946,秋田市土崎港中央６丁目８番３号,018-845-0234,医療法人　真和会　理事長　真崎　雅和,真崎　雅和 / 令5. 1. 1,平2. 1. 1,耳い　気食 / 現存,診療所,,,,,,,,,,,,,,

